index,millis,x,y
0,0,532,535
0,80,533,536
0,88,535,538
0,96,537,540
0,104,540,543
0,112,548,547
0,120,555,553
0,128,565,557
0,136,581,566
0,144,594,573
0,152,609,580
0,160,621,587
0,168,632,591
0,177,643,596
0,184,650,601
0,192,655,601
0,200,656,602
0,375,657,602
0,520,656,603
0,528,653,604
0,536,651,604
0,544,648,605
0,552,646,606
0,560,643,607
0,568,638,609
0,576,631,611
0,584,624,613
0,592,616,616
0,600,607,617
0,608,595,620
0,616,575,622
0,624,558,625
0,632,539,627
0,640,516,629
0,648,499,629
0,656,482,629
0,664,465,629
0,672,452,627
0,680,443,624
0,688,434,621
0,696,432,621
0,864,433,621
0,874,435,621
0,880,438,620
0,888,440,619
0,896,442,617
0,904,444,616
0,912,445,615
0,920,447,614
0,928,449,613
0,936,451,612
0,944,453,612
0,952,455,611
0,960,457,610
0,968,458,610
0,976,460,610
0,984,462,610
0,1000,463,610
0,1016,464,609
0,1032,465,609
0,1056,466,609
0,1071,467,608
0,1120,468,607
0,1160,468,607
