index,millis,x,y
0,0,821,717
0,90,822,717
0,106,823,717
0,114,823,718
0,121,827,720
0,130,830,722
0,138,834,723
0,146,841,727
0,154,848,729
0,172,856,731
0,172,867,733
0,178,876,735
0,186,886,737
0,193,895,740
0,201,902,741
0,209,908,743
0,217,914,745
0,225,918,745
0,233,919,745
0,4425,918,746
0,4433,915,746
0,4441,909,746
0,4449,889,743
0,4457,868,740
0,4465,847,735
0,4473,814,724
0,4481,783,715
0,4489,752,706
0,4497,711,695
0,4505,678,684
0,4513,645,675
0,4521,606,664
0,4529,575,655
0,4540,548,648
0,4550,521,641
0,4553,499,636
0,4561,483,631
0,4569,464,625
0,4577,451,624
0,4585,442,621
0,4593,433,621
0,4601,424,618
0,4609,417,616
0,4617,411,614
0,4625,406,614
0,4633,402,613
0,4641,397,611
0,4649,393,611
0,4657,392,610
0,4666,391,609
0,4673,390,609
0,4681,389,608
0,4689,387,607
0,4698,385,605
0,4705,383,604
0,4713,380,602
0,4721,376,599
0,4729,374,598
0,4737,372,597
0,4745,369,594
0,4753,367,592
0,4761,365,590
0,4769,364,587
0,4777,362,584
0,4785,361,582
0,4793,359,577
0,4801,358,574
0,4809,356,571
0,4817,352,566
0,4825,350,561
0,4833,348,557
0,4841,343,551
0,4849,339,547
0,4857,335,544
0,4865,331,540
0,4873,327,536
0,4881,323,534
0,4889,320,533
0,4897,316,531
0,4905,313,531
0,4913,311,530
0,4921,310,530
0,4929,309,530
0,5009,308,529
0,5033,307,529
0,5066,307,529
