index,millis,x,y
0,0,300,290
0,8578,302,290
0,8586,306,290
0,8594,322,290
0,8602,345,290
0,8610,372,290
0,8618,419,290
0,8626,460,283
0,8634,503,266
0,8642,566,231
0,8650,615,202
0,8658,664,173
0,8666,727,142
0,8674,774,121
0,8682,819,102
0,8691,862,83
0,8698,915,60
0,8706,956,41
0,8715,1005,22
0,8722,1044,9
0,8730,1081,0
0,8738,1122,0
0,8746,1151,0
0,8754,1176,0
0,8762,1199,0
0,8770,1222,0
0,8778,1241,0
0,8786,1258,0
0,8795,1277,0
0,8802,1290,0
0,8810,1303,0
0,8818,1316,0
0,8826,1327,0
0,8834,1338,0
0,8842,1351,0
0,8850,1364,0
0,8858,1377,0
0,8866,1396,0
0,8874,1415,0
0,8882,1432,0
0,8890,1453,0
0,8898,1472,2
0,8906,1491,5
0,8914,1512,10
0,8922,1531,15
0,8930,1546,20
0,8939,1563,25
0,8949,1576,30
0,8954,1589,35
0,8962,1602,40
0,8970,1613,45
0,8978,1624,50
0,8986,1635,57
0,8994,1642,62
0,9002,1647,63
0,9010,1648,65
0,9098,1649,66
0,9106,1649,67
0,9114,1649,68
0,9122,1649,70
0,9130,1649,71
0,9138,1649,72
0,9218,1648,73
0,9467,1648,73
