index,millis,x,y
0,0,819,464
0,343,819,462
0,350,819,456
0,358,819,445
0,366,819,422
0,374,817,403
0,382,817,382
0,390,817,351
0,398,817,324
0,406,817,297
0,414,814,262
0,422,811,235
0,430,806,212
0,438,801,189
0,447,799,174
0,454,796,163
0,462,794,150
0,470,792,143
0,478,792,136
0,486,790,129
0,494,790,123
0,502,788,122
0,510,788,120
0,519,788,119
0,526,787,118
0,534,787,117
0,542,787,116
0,550,787,115
0,558,786,111
0,566,786,111
0,574,785,109
0,582,784,106
0,590,783,104
0,598,782,102
0,606,781,100
0,614,779,98
0,622,779,97
0,630,777,95
0,638,776,94
0,646,775,94
0,654,773,92
0,662,772,91
0,670,770,90
0,678,769,90
0,686,768,89
0,694,767,88
0,702,766,88
0,710,765,87
0,718,764,87
0,726,764,86
0,734,763,86
0,742,763,85
0,750,762,85
0,758,762,84
0,766,761,83
0,774,760,82
0,782,758,80
0,790,757,79
0,798,756,78
0,806,754,77
0,814,753,77
0,822,752,76
0,830,751,75
0,846,750,75
0,854,749,74
0,870,748,73
0,889,747,72
0,902,746,71
0,918,745,71
0,926,745,70
0,942,744,70
0,984,744,70
