index,millis,x,y
0,0,303,823
0,1083,304,823
0,1123,305,823
0,1139,306,823
0,1155,307,823
0,1187,308,822
0,1203,309,822
0,1211,310,821
0,1235,311,821
0,1259,312,820
0,1884,312,821
0,4340,312,822
0,4347,313,822
0,4355,314,823
0,4363,315,824
0,4371,316,825
0,4379,318,827
0,4387,319,828
0,4395,321,830
0,4403,325,832
0,4411,328,834
0,4419,332,836
0,4427,337,839
0,4435,344,843
0,4443,353,847
0,4451,365,851
0,4459,377,856
0,4467,388,861
0,4475,403,867
0,4483,417,872
0,4491,429,877
0,4499,442,882
0,4507,453,886
0,4515,462,891
0,4523,470,895
0,4531,477,898
0,4539,484,900
0,4547,490,903
0,4555,495,905
0,4563,499,905
0,4571,501,906
0,4579,502,907
0,4587,503,907
0,4595,503,908
0,4611,505,909
0,4619,506,910
0,4627,506,911
0,4635,507,912
0,4643,507,915
0,4651,509,917
0,4659,510,919
0,4667,512,922
0,4675,514,925
0,4683,516,928
0,4691,519,932
0,4699,520,932
0,4707,522,935
0,4715,524,937
0,4723,525,939
0,4731,526,940
0,4739,526,942
0,4763,526,943
0,4771,526,944
0,4787,526,945
0,4795,525,946
0,4803,524,947
0,4811,523,948
0,4827,522,949
0,4835,521,950
0,4843,521,951
0,4851,520,952
0,4859,519,953
0,4867,518,955
0,4883,517,956
0,4891,515,957
0,4899,514,957
0,4915,513,958
0,4971,512,959
0,4980,512,960
0,4994,512,961
0,4995,511,962
0,5003,510,964
0,5011,510,966
0,5019,509,967
0,5027,509,969
0,5043,509,969
0,5059,509,971
0,5107,509,972
0,5172,509,972
