index,millis,x,y
0,0,497,487
0,368,497,488
0,376,497,489
0,384,497,490
0,392,497,493
0,400,497,496
0,408,497,498
0,416,497,499
0,424,497,501
0,432,497,503
0,440,498,505
0,448,498,507
0,456,498,509
0,464,498,511
0,472,498,513
0,480,498,514
0,488,499,516
0,496,499,517
0,504,499,519
0,512,499,520
0,520,499,521
0,528,499,522
0,536,499,523
0,544,499,525
0,552,499,526
0,560,499,527
0,568,499,528
0,576,499,530
0,592,499,531
0,608,499,532
0,616,499,533
0,632,499,534
0,648,499,535
0,680,499,536
0,696,499,537
0,704,499,538
0,720,499,539
0,752,498,540
0,792,498,541
0,1848,499,541
0,2000,499,542
0,2008,499,543
0,2016,502,544
0,2024,505,546
0,2032,507,547
0,2040,513,548
0,2048,525,549
0,2056,535,551
0,2064,544,553
0,2072,554,555
0,2424,553,554
0,2432,553,552
0,2448,553,551
0,2456,554,551
0,2464,554,550
0,2488,554,549
0,2504,553,548
0,2520,552,547
0,2536,552,546
0,2544,552,545
0,2576,551,544
0,2608,551,543
0,2616,551,542
0,2624,551,539
0,2632,551,538
0,2640,550,537
0,2824,549,537
0,2832,548,538
0,2848,548,541
0,2856,548,544
0,2864,548,547
0,2872,548,552
0,2880,548,559
0,2888,548,564
0,2896,550,568
0,2904,552,571
0,2912,554,575
0,2920,559,582
0,2928,565,586
0,2936,571,590
0,2944,577,590
0,2952,581,590
0,3168,580,590
0,3176,579,590
0,3184,577,590
0,3192,576,590
0,3328,577,590
0,3848,578,590
0,4056,577,590
0,4064,577,591
0,4072,577,593
0,4080,576,595
0,4088,575,596
0,4096,574,597
0,4104,573,599
0,4112,572,601
0,4120,572,603
0,4128,570,606
0,4136,569,608
0,4144,569,610
0,4152,568,613
0,4160,566,615
0,4168,565,616
0,4176,563,618
0,4184,562,619
0,4192,561,620
0,4200,560,621
0,4224,559,622
0,4240,558,623
0,4248,557,624
0,4256,556,625
0,4264,556,625
0,4272,554,628
0,4280,553,628
0,4288,552,629
0,4296,551,630
0,4304,550,631
0,4312,549,632
0,4320,548,633
0,4328,547,634
0,4336,546,635
0,4344,545,636
0,4352,543,637
0,4369,542,638
0,4376,540,640
0,4385,539,641
0,4400,537,642
0,4408,536,643
0,4416,535,644
0,4424,534,645
0,4440,533,646
0,4448,532,647
0,4456,532,648
0,4464,531,649
0,4480,530,650
0,4496,529,651
0,4512,528,652
0,4536,528,653
0,4552,527,654
0,4568,527,655
0,4576,526,656
0,4592,525,657
0,4608,524,658
0,4624,524,659
0,4640,523,660
0,4664,522,661
0,4680,522,662
0,4688,521,662
0,4706,520,664
0,4712,518,666
0,4728,517,667
0,4736,516,668
0,4744,516,669
0,4752,515,670
0,4760,514,671
0,4768,513,672
0,4784,512,673
0,4800,511,674
0,4824,511,675
0,4832,510,676
0,4840,509,677
0,4848,507,678
0,4864,507,679
0,4872,507,680
0,4888,506,681
0,4906,505,682
0,4928,505,683
0,4944,503,684
0,5080,503,683
0,5096,503,682
0,5104,503,681
0,5128,503,680
0,5144,503,679
0,5152,503,678
0,5160,503,677
0,5176,503,676
0,5200,502,675
0,5224,501,675
0,5232,499,674
0,5240,499,674
0,5248,498,673
0,5256,497,673
0,5264,496,673
0,5272,495,672
0,5288,494,672
0,5304,492,671
0,5352,492,671
0,6648,492,670
0,6672,494,670
0,6704,495,670
0,6881,495,670
