index,millis,x,y
0,0,463,549
0,69,463,550
0,84,463,551
0,92,464,551
0,100,465,552
0,108,467,553
0,116,469,554
0,124,472,555
0,132,476,557
0,140,481,558
0,148,488,560
0,156,497,562
0,164,507,563
0,172,519,563
0,180,531,564
0,188,544,564
0,196,554,567
0,204,564,567
0,212,574,564
0,220,582,564
0,229,589,563
0,236,595,561
0,244,600,559
0,252,604,557
0,260,605,556
0,268,606,554
0,276,606,553
0,284,608,550
0,292,609,549
0,300,610,547
0,308,611,545
0,316,612,543
0,324,613,542
0,332,614,540
0,340,615,539
0,348,616,537
0,356,617,536
0,364,618,534
0,372,618,533
0,380,619,532
0,388,619,531
0,404,619,530
0,412,620,528
0,420,620,527
0,444,619,526
0,460,619,525
0,468,619,524
0,484,619,523
0,492,618,522
0,508,618,521
0,516,618,520
0,532,618,519
0,540,618,518
0,548,618,517
0,556,618,516
0,572,618,514
0,580,619,513
0,588,619,511
0,596,620,510
0,604,620,509
0,612,620,508
0,620,621,507
0,628,621,506
0,636,622,505
0,652,622,504
0,668,623,503
0,733,623,503
