index,millis,x,y
0,0,437,1027
0,2425,264,1019
0,2440,264,1018
0,2456,264,1016
0,2467,264,1015
0,2472,264,1014
0,2480,264,1011
0,2488,264,1009
0,2496,264,1006
0,2504,263,1002
0,2512,263,998
0,2520,262,993
0,2528,262,979
0,2536,262,963
0,2544,262,946
0,2552,262,923
0,2560,262,904
0,2568,262,887
0,2576,262,866
0,2584,262,845
0,2593,260,824
0,2600,258,803
0,2608,253,778
0,2616,248,760
0,2627,243,744
0,2632,238,727
0,2641,238,716
0,2648,236,707
0,2656,236,698
0,2664,236,694
0,2672,236,689
0,2680,236,685
0,2688,236,683
0,2696,236,682
0,2704,237,681
0,2712,237,680
0,2736,237,679
0,2776,238,679
0,3000,237,680
0,3016,237,681
0,3040,238,681
0,3048,239,682
0,3056,241,683
0,3064,243,684
0,3072,245,684
0,3080,247,685
0,3088,251,685
0,3096,253,686
0,3104,257,686
0,3112,260,687
0,3120,264,688
0,3128,267,689
0,3136,270,689
0,3144,273,690
0,3152,275,691
0,3160,277,691
0,3168,278,691
0,3176,279,692
0,3192,280,692
0,3200,281,692
0,3208,283,693
0,3224,284,693
0,3232,285,693
0,3240,286,693
0,3256,288,693
0,3272,289,694
0,3280,290,694
0,3289,291,694
0,3296,292,694
0,3304,293,694
0,3312,294,694
0,3320,295,694
0,3336,296,694
0,3344,297,694
0,3352,298,695
0,3360,299,695
0,3368,300,696
0,3376,302,697
0,3384,304,698
0,3392,307,699
0,3401,309,699
0,3408,312,699
0,3416,313,699
0,3424,315,699
0,3432,315,698
0,3736,316,698
0,3800,317,699
0,3816,316,699
0,4128,316,698
0,4256,316,697
0,4304,316,696
0,4352,316,695
0,4400,316,694
0,4432,315,694
0,4448,315,693
0,4456,314,693
0,4472,313,692
0,4496,312,691
0,4504,311,691
0,4520,310,690
0,4528,309,690
0,4544,307,689
0,4552,306,688
0,4560,304,687
0,4568,302,687
0,4576,301,686
0,4584,300,686
0,4600,299,686
0,4616,298,685
0,4624,297,685
0,4760,297,684
0,4800,298,683
0,4832,298,682
0,4856,298,681
0,4872,298,680
0,4888,299,679
0,4904,300,678
0,4920,300,677
0,4944,301,676
0,4976,301,675
0,5008,301,674
0,5194,301,674
