index,millis,x,y
0,0,1790,39
0,2966,1792,39
0,2973,1796,39
0,2981,1803,39
0,2989,1815,44
0,2997,1817,54
0,3005,1815,71
0,3013,1792,100
0,3021,1761,119
0,3029,1728,136
0,3037,1681,147
0,3045,1650,152
0,3053,1621,154
0,3061,1592,154
0,3069,1573,159
0,3077,1558,164
0,3085,1543,171
0,3093,1526,186
0,3101,1509,201
0,3109,1486,220
0,3117,1463,233
0,3125,1440,246
0,3133,1405,259
0,3141,1374,268
0,3149,1343,275
0,3157,1296,284
0,3165,1261,291
0,3173,1224,298
0,3181,1179,309
0,3189,1144,318
0,3197,1113,327
0,3205,1078,336
0,3213,1053,341
0,3221,1028,346
0,3229,999,348
0,3237,972,348
0,3245,945,348
0,3253,920,348
0,3261,887,348
0,3269,862,348
0,3277,839,348
0,3285,810,348
0,3293,789,348
0,3301,770,346
0,3309,751,344
0,3317,734,341
0,3325,719,338
0,3333,702,333
0,3341,685,328
0,3349,670,323
0,3357,653,316
0,3365,638,309
0,3373,623,302
0,3381,602,295
0,3389,585,288
0,3397,568,283
0,3405,549,276
0,3413,534,271
0,3421,519,266
0,3429,499,264
0,3437,484,262
0,3445,470,260
0,3453,453,257
0,3461,444,255
0,3469,435,252
0,3477,426,250
0,3485,422,248
0,3493,418,246
0,3501,414,245
0,3509,410,245
0,3517,407,245
0,3525,403,245
0,3533,402,246
0,3541,401,247
0,3549,399,249
0,3557,398,251
0,3565,397,252
0,3573,396,254
0,3581,395,254
0,3589,394,255
0,3597,393,256
0,3885,392,257
0,3909,392,259
0,3917,392,261
0,3925,393,264
0,3936,394,266
0,3941,396,269
0,3949,397,271
0,3957,399,274
0,3965,400,277
0,3973,400,280
0,3983,401,283
0,3989,402,286
0,4000,402,288
0,4005,403,290
0,4013,403,292
0,4021,403,293
0,4037,403,294
0,4045,403,295
0,4061,403,296
0,4077,403,297
0,4135,403,297
