index,millis,x,y
0,0,752,362
0,851,755,362
0,859,765,359
0,867,784,354
0,875,813,347
0,883,828,340
0,891,835,333
0,899,840,327
0,907,840,320
0,915,842,312
0,923,846,301
0,933,851,289
0,939,856,276
0,947,867,259
0,955,874,246
0,963,881,233
0,971,886,220
0,979,888,211
0,987,889,207
0,995,888,201
0,1003,890,195
0,1011,890,189
0,1019,890,185
0,1027,890,184
0,1035,891,182
0,1043,892,181
0,1051,895,177
0,1059,899,173
0,1067,904,168
0,1075,908,163
0,1083,912,157
0,1091,913,152
0,1099,915,148
0,1107,917,144
0,1115,918,140
0,1123,920,136
0,1131,922,132
0,1139,923,130
0,1147,924,129
0,1155,925,127
0,1163,928,122
0,1171,932,117
0,1179,935,111
0,1187,937,107
0,1195,938,103
0,1203,939,99
0,1211,941,96
0,1219,942,94
0,1235,943,93
0,1307,944,92
0,1315,945,91
0,1332,946,90
0,1339,947,89
0,1347,948,88
0,1355,949,86
0,1363,950,84
0,1371,950,82
0,1387,950,80
0,1403,950,79
0,1411,951,78
0,1419,951,77
0,1427,951,76
0,1459,951,75
0,1483,951,74
0,1499,951,73
0,1507,951,72
0,1523,951,71
0,1539,951,70
0,1780,951,70
