index,millis,x,y
0,0,509,972
0,170,507,971
0,178,507,969
0,185,507,969
0,194,507,966
0,201,507,962
0,209,507,956
0,217,507,939
0,225,507,920
0,233,507,901
0,241,507,876
0,249,507,853
0,257,507,830
0,265,507,797
0,273,507,770
0,281,507,743
0,289,505,710
0,297,499,685
0,305,498,662
0,313,496,639
0,321,496,625
0,329,496,619
0,337,496,613
0,345,496,608
0,353,496,604
0,361,496,599
0,369,496,592
0,377,496,586
0,385,496,582
0,393,496,581
0,401,496,579
0,595,495,579
0,601,494,578
0,609,492,578
0,617,492,578
0,625,491,578
0,641,490,579
0,657,488,580
0,665,487,581
0,673,483,583
0,681,478,584
0,689,471,585
0,873,472,586
0,1025,473,586
0,1033,473,587
0,1041,474,587
0,1057,475,587
0,1073,474,588
0,28953,473,589
0,28969,472,590
0,28977,472,591
0,28985,471,591
0,29001,470,592
0,29009,468,594
0,29017,467,595
0,29025,466,595
0,29033,464,596
0,29041,461,597
0,29049,459,598
0,29057,456,598
0,29065,454,599
0,29073,451,600
0,29081,449,600
0,29089,447,601
0,29097,445,601
0,29105,442,602
0,29113,440,602
0,29121,437,602
0,29129,435,603
0,29137,434,603
0,29145,432,604
0,29153,431,604
0,29161,429,605
0,29169,428,606
0,29185,427,606
0,29193,426,607
0,29201,425,607
0,29209,423,608
0,29217,422,609
0,29225,420,610
0,29233,418,610
0,29241,417,610
0,29249,415,611
0,29257,414,611
0,29265,412,612
0,29273,410,613
0,29281,408,614
0,29289,407,614
0,29297,405,615
0,29305,403,617
0,29313,401,618
0,29321,399,619
0,29329,398,620
0,29337,397,621
0,29345,395,623
0,29353,393,624
0,29361,391,625
0,29369,389,627
0,29377,388,628
0,29385,387,629
0,29393,386,629
0,29401,384,631
0,29425,383,632
0,29433,383,633
0,29441,383,634
0,29465,383,635
0,29473,382,636
0,29489,382,637
0,29497,381,639
0,29505,380,640
0,29513,379,641
0,29521,379,642
0,29529,378,643
0,29537,378,644
0,29545,377,645
0,29561,377,646
0,29569,376,647
0,29593,376,648
0,29617,376,649
0,29633,375,650
0,29649,374,650
0,29801,373,651
0,30034,373,650
0,30201,373,649
0,30281,373,648
0,30297,373,647
0,30305,372,646
0,30313,371,644
0,30321,370,642
0,30329,370,641
0,30609,371,641
0,30617,372,641
0,30633,373,641
0,30641,374,641
0,34609,375,641
0,34617,376,642
0,34625,378,644
0,34633,379,646
0,34641,380,649
0,34649,382,654
0,34657,385,662
0,34665,389,669
0,34673,393,681
0,34681,398,693
0,34689,402,705
0,34697,407,725
0,34705,412,740
0,34713,417,755
0,34721,422,772
0,34729,424,785
0,34737,427,797
0,34745,430,810
0,34753,432,819
0,34761,434,828
0,34769,436,837
0,34777,436,842
0,34785,437,846
0,34793,437,848
0,34801,437,849
0,34809,436,849
0,34817,436,850
0,34825,437,851
0,34833,437,852
0,34841,437,854
0,34849,438,856
0,34857,438,858
0,34865,439,862
0,34873,440,865
0,34881,441,869
0,34889,441,873
0,34897,441,876
0,34905,440,878
0,34913,440,880
0,34921,440,881
0,34929,439,882
0,34937,438,882
0,34945,437,881
0,34953,436,880
0,34961,434,877
0,34969,432,874
0,34977,432,873
0,35145,432,871
0,35153,433,869
0,35161,435,865
0,35169,436,864
0,35177,437,862
0,35185,439,861
0,35193,440,860
0,35209,441,860
0,35241,442,861
0,35249,442,863
0,35257,443,866
0,35265,445,869
0,35273,446,872
0,35281,448,877
0,35289,450,883
0,35297,452,888
0,35305,455,894
0,35313,456,899
0,35321,459,903
0,35329,461,907
0,35337,463,911
0,35345,463,914
0,35353,465,917
0,35361,466,918
0,35369,467,920
0,35377,469,923
0,35385,471,925
0,35393,473,926
0,35401,475,928
0,35409,476,929
0,35417,479,930
0,35425,481,932
0,35433,483,934
0,35441,484,935
0,35449,487,937
0,35457,488,938
0,35465,490,940
0,35473,492,941
0,35481,494,942
0,35489,495,944
0,35497,497,945
0,35505,499,947
0,35513,501,948
0,35521,502,949
0,35529,503,951
0,35537,506,952
0,35545,507,953
0,35553,510,955
0,35561,511,955
0,35569,512,956
0,35577,513,957
0,35585,514,958
0,35593,515,959
0,35601,516,960
0,35617,517,962
0,35633,518,963
0,35641,519,964
0,35649,520,965
0,35657,521,966
0,35665,523,968
0,35673,524,969
0,35689,525,969
0,35697,526,969
0,35713,527,971
0,35729,528,972
0,35745,529,973
0,35753,529,974
0,35761,530,975
0,35769,531,976
0,35777,531,977
0,35785,532,978
0,35793,533,979
0,35801,534,980
0,35809,534,981
0,35817,535,981
0,35825,535,982
0,35841,536,983
0,35865,537,984
0,35873,538,985
0,35889,538,986
0,35897,539,987
0,35905,539,988
0,35921,539,989
0,35929,540,990
0,36018,540,990
