index,millis,x,y
0,0,527,614
0,2638966,528,614
0,2638975,533,614
0,2638983,541,614
0,2638991,551,614
0,2638999,561,616
0,2639007,563,619
0,2639015,563,625
0,2639023,562,638
0,2639031,560,642
0,2639263,559,642
0,2639271,559,642
0,2639279,558,642
0,2639287,556,642
0,2639295,555,642
0,2639303,554,642
0,2639311,553,646
0,2639319,552,653
0,2639327,550,662
0,2639334,543,684
0,2639342,537,708
0,2639350,529,735
0,2639358,517,781
0,2639367,509,813
0,2639375,501,843
0,2639383,492,873
0,2639391,478,909
0,2639399,469,929
0,2639407,462,942
0,2639415,449,966
0,2639423,442,976
0,2639431,435,986
0,2639439,424,1000
0,2639447,416,1007
0,2639455,409,1013
0,2639463,400,1021
0,2639471,393,1024
0,2639479,390,1027
0,2639487,385,1029
0,2639495,385,1029
0,2639502,384,1029
0,2639542,383,1029
0,2639550,382,1027
0,2639558,380,1025
0,2639566,377,1022
0,2639574,375,1021
0,2639582,371,1020
0,2639590,368,1019
0,2639599,365,1019
0,2639607,363,1019
0,2639615,362,1019
0,2639631,361,1019
0,2639639,360,1020
0,2639647,358,1020
0,2639655,357,1022
0,2639663,357,1022
0,2639671,356,1023
0,2639679,356,1023
0,2639687,355,1024
0,2639695,354,1025
0,2639703,353,1026
0,2639711,351,1026
0,2639719,350,1027
0,2639726,347,1029
0,2639734,345,1030
0,2639742,342,1030
0,2639750,338,1032
0,2639758,335,1033
0,2639766,330,1034
0,2639774,324,1036
0,2639782,321,1037
0,2639790,317,1038
0,2639798,313,1039
0,2639806,309,1040
0,2639814,308,1041
0,2639823,306,1041
0,2639831,305,1042
0,2639839,304,1043
0,2639847,302,1043
0,2639855,300,1044
0,2639863,297,1046
0,2639871,294,1047
0,2639879,292,1048
0,2639887,290,1049
0,2639895,287,1049
0,2639903,285,1051
0,2639911,285,1051
0,2640031,284,1051
0,2640039,284,1051
0,2640047,283,1051
0,2640055,283,1051
0,2640063,281,1051
0,2640071,279,1051
0,2640079,277,1051
0,2640087,276,1051
0,2640095,274,1052
0,2640103,272,1053
0,2640111,272,1053
0,2640119,271,1053
0,2640134,270,1054
0,2640166,270,1054
