index,millis,x,y
0,0,800,117
0,1811,800,118
0,1819,800,122
0,1827,800,128
0,1835,800,133
0,1843,797,144
0,1851,795,151
0,1859,792,160
0,1867,790,171
0,1875,789,177
0,1883,786,185
0,1891,784,195
0,1899,783,202
0,1907,781,209
0,1915,779,218
0,1923,778,223
0,1931,776,228
0,1939,775,232
0,1947,775,236
0,1955,773,240
0,1963,772,242
0,1971,772,246
0,1979,771,248
0,1987,771,250
0,1995,770,252
0,2003,770,254
0,2011,769,255
0,2019,769,256
0,2027,769,257
0,2035,769,258
0,2043,769,259
0,2050,768,260
0,2058,768,261
0,2066,768,263
0,2074,767,266
0,2082,767,268
0,2090,766,272
0,2098,765,274
0,2106,765,276
0,2114,764,278
0,2122,764,281
0,2130,763,283
0,2138,763,286
0,2146,763,288
0,2154,762,290
0,2162,762,294
0,2170,762,297
0,2178,762,300
0,2186,762,303
0,2194,762,306
0,2202,762,308
0,2210,762,311
0,2218,762,312
0,2226,762,315
0,2234,762,317
0,2242,762,318
0,2250,762,319
0,2258,762,321
0,2266,762,322
0,2274,762,322
0,2282,762,324
0,2290,762,325
0,2298,762,325
0,2306,762,327
0,2314,762,327
0,2322,762,328
0,2330,762,330
0,2338,762,330
0,2346,762,331
0,2354,762,331
0,2362,762,332
0,2370,762,333
0,2386,762,333
0,2394,762,334
0,2419,762,334
0,2499,762,334
