index,millis,x,y
0,0,484,260
0,1,486,259
0,1,486,258
0,3880,486,258
0,3888,481,262
0,3896,472,269
0,3904,467,273
0,3912,458,284
0,3920,455,289
0,3928,452,297
0,3936,450,305
0,3944,449,312
0,3952,449,317
0,3960,448,325
0,3968,447,331
0,3976,447,336
0,3984,445,343
0,3992,444,348
0,4000,444,349
0,4008,442,353
0,4016,441,354
0,4024,441,354
0,4032,440,355
0,4048,440,355
0,4056,439,355
0,4064,439,355
0,4072,438,355
0,4080,437,355
0,4096,437,355
0,4104,436,355
0,4112,436,354
0,4120,436,354
0,4128,434,352
0,4136,433,349
0,4144,432,347
0,4152,431,344
0,4160,431,341
0,4168,431,339
0,4176,431,338
0,4385,431,338
0,4393,429,338
0,4401,428,337
0,4409,427,336
0,4417,427,334
0,4425,427,333
0,4433,428,332
0,4441,430,330
0,4449,432,327
0,4457,435,326
0,4465,441,325
0,4473,444,324
0,4481,447,324
0,4488,452,324
0,4497,454,324
0,4504,457,324
0,4512,459,324
0,4520,460,324
0,4529,461,325
0,4537,461,325
0,4545,461,326
0,4553,462,327
0,4561,462,327
0,4569,462,328
0,4577,462,328
0,4585,462,329
0,4593,462,330
0,4601,462,331
0,4609,461,332
0,4617,460,333
0,4625,460,334
0,4633,459,334
0,4641,456,334
0,4649,455,334
0,4657,454,333
0,4665,452,330
0,4673,449,327
0,4681,449,317
0,4689,449,312
0,4697,449,309
0,4705,449,308
0,4721,449,308
0,4793,452,308
0,4801,469,307
0,4809,484,307
0,4817,496,307
0,4825,503,307
0,4833,514,308
0,4841,523,311
0,4849,531,315
0,4857,542,319
0,4865,550,324
0,4873,557,328
0,4881,565,332
0,4889,569,335
0,4897,570,335
0,5344,571,335
0,5352,571,335
0,5360,572,335
0,5368,573,334
0,5376,574,334
0,5384,575,334
0,5392,575,334
0,5408,576,334
0,5440,576,334
0,5448,577,334
0,5456,580,334
0,5464,583,334
0,5472,588,334
0,5480,588,334
0,5728,588,335
0,5736,588,336
0,5744,585,339
0,5752,577,347
0,5760,569,353
0,5768,559,361
0,5776,540,378
0,5784,525,392
0,5792,503,409
0,5800,473,436
0,5808,451,452
0,5816,432,467
0,5824,404,488
0,5832,388,499
0,5840,374,507
0,5848,355,521
0,5856,346,526
0,5864,338,531
0,5872,328,537
0,5880,323,540
0,5888,318,542
0,5896,315,545
0,5904,313,546
0,5912,311,548
0,5920,310,550
0,5928,309,552
0,5936,308,554
0,5944,307,557
0,5952,307,559
0,5960,306,561
0,5968,306,564
0,5976,306,567
0,5984,306,570
0,5992,306,574
0,6000,306,579
0,6009,307,583
0,6017,309,590
0,6025,309,595
0,6033,311,602
0,6041,312,612
0,6049,313,617
0,6057,313,624
0,6065,313,633
0,6073,313,640
0,6081,313,646
0,6089,310,655
0,6097,308,662
0,6105,306,668
0,6113,304,677
0,6121,302,681
0,6129,300,684
0,6137,299,690
0,6145,298,693
0,6153,298,696
0,6161,296,701
0,6169,296,703
0,6177,295,705
0,6185,293,708
0,6193,292,710
0,6201,290,713
0,6209,289,714
0,6217,288,716
0,6225,287,716
0,6233,286,717
0,6593,286,717
0,6601,287,717
0,6609,288,717
0,6617,289,717
0,6625,290,717
0,6633,291,717
0,6641,292,717
0,6649,293,717
0,6656,295,717
0,6665,295,717
0,6673,296,717
0,6689,297,717
0,6857,297,717
