index,millis,x,y
0,0,328,116
0,734,251,127
0,742,251,126
0,750,251,123
0,757,251,120
0,766,251,117
0,774,251,114
0,782,251,114
0,870,251,114
0,878,249,120
0,886,249,135
0,894,249,159
0,902,241,218
0,910,229,269
0,918,213,325
0,926,184,404
0,934,164,454
0,942,150,490
0,950,141,522
0,958,141,532
0,966,141,537
0,974,142,540
0,982,143,542
0,1238,143,542
0,1246,143,542
0,1334,143,542
0,1558,144,541
0,1566,146,537
0,1574,149,531
0,1582,154,513
0,1590,156,500
0,1598,160,482
0,1605,161,452
0,1613,162,435
0,1622,162,421
0,1630,162,408
0,1638,163,404
0,1854,163,403
0,1862,163,403
0,1870,163,400
0,1879,163,397
0,1886,162,394
0,1894,161,387
0,1903,161,380
0,1910,161,375
0,1918,161,364
0,1926,161,359
0,1934,161,353
0,1942,161,345
0,1950,161,342
0,1958,161,339
0,1966,161,337
0,1974,161,336
0,1982,161,335
0,1990,161,334
0,1998,161,334
0,2006,161,333
0,2014,161,333
0,2022,161,332
0,2030,161,331
0,2038,161,330
0,2046,161,330
0,2054,161,328
0,2062,161,326
0,2070,161,326
0,2206,161,327
0,2214,159,332
0,2222,155,338
0,2230,152,343
0,2238,146,349
0,2246,143,351
0,2254,140,351
0,2262,139,352
0,2454,139,353
0,2470,140,353
0,2478,141,353
0,2486,142,353
0,2494,144,352
0,2502,148,351
0,2510,155,349
0,2518,162,349
0,2526,175,347
0,2534,184,347
0,2542,196,347
0,2550,213,347
0,2558,224,347
0,2566,235,347
0,2574,249,347
0,2582,259,347
0,2590,266,347
0,2598,275,347
0,2606,278,347
0,2614,280,347
0,2622,282,347
0,2630,283,347
0,2726,283,347
0,2742,284,346
0,2750,285,345
0,2758,285,345
0,2766,285,345
0,2774,285,344
0,2782,285,344
0,2791,285,343
0,2798,285,343
0,2814,285,343
0,2822,284,343
0,2830,284,343
0,2838,283,343
0,2846,282,343
0,2854,281,343
0,2862,281,343
0,2870,280,343
0,2878,280,343
0,2886,279,343
0,2894,278,343
0,2902,277,343
0,2910,277,343
0,2918,276,343
0,2926,276,343
0,2934,275,343
0,2942,275,344
0,2950,274,344
0,2974,273,344
0,3030,273,344
0,3318,273,344
